ID,Path,Area,Location,Rooms,Floor,Floors,Repaired,Price,Currency,address
5724049,https://bina.az/items/5724049,82.0,Yeni Yasamal q.,3.0,4.0,19.0,True,179000,AZN,Əsəd Əhmədov 18
5953818,https://bina.az/items/5953818,95.0,Kürdəxanı q.,3.0,,,True,85000,AZN,Allahverdi Bağırov küçesi
5927573,https://bina.az/items/5927573,110.0,Qara Qarayev m.,3.0,13.0,18.0,True,311000,AZN,Əlif Hacıyev küçəsi
5953817,https://bina.az/items/5953817,185.0,Nizami m.,4.0,12.0,17.0,True,550000,AZN,Mərdanov Qardaşları küç.
5902433,https://bina.az/items/5902433,53.0,Masazır q.,2.0,3.0,6.0,True,80000,AZN,İstiqlaliyyət küçəsi
5953814,https://bina.az/items/5953814,137.0,İnşaatçılar m.,3.0,14.0,23.0,True,390000,AZN,Həsən Bəy Zərdabi prospekti
5920890,https://bina.az/items/5920890,75.0,Bakıxanov q.,3.0,3.0,5.0,True,165000,AZN,Bakıxanov qəsəbəsi
5824417,https://bina.az/items/5824417,107.0,Məmmədli q.,4.0,7.0,11.0,,128400,AZN,Məmmədli qəs
5710911,https://bina.az/items/5710911,62.0,Masazır q.,3.0,6.0,6.0,True,70000,AZN,Masazır qəsəbəsi
5953810,https://bina.az/items/5953810,66.9,Şıxov q.,2.0,2.0,5.0,,195000,AZN,Şıxov qəs.
5750160,https://bina.az/items/5750160,141.0,Şah İsmayıl Xətai m.,3.0,7.0,18.0,,390000,AZN,Afiyəddin Cəlilov küç.
5906791,https://bina.az/items/5906791,106.0,Xalqlar Dostluğu m.,2.0,5.0,18.0,,155000,AZN,Elşən Süleymanov küçəsi
5934341,https://bina.az/items/5934341,40.0,Neftçilər m.,2.0,2.0,5.0,True,105000,AZN,Elşən Süleymanov küç
5923509,https://bina.az/items/5923509,12.0,,,,,,54000,AZN,Şamaxı şəhəri
5841216,https://bina.az/items/5841216,50.0,Nəriman Nərimanov m.,,,,True,350000,AZN,Mirzəbala Əhmədzadə küç.
5949117,https://bina.az/items/5949117,41.0,Masazır q.,2.0,2.0,8.0,True,65000,AZN,İstiqlaliyyət küçəsi
5943958,https://bina.az/items/5943958,117.7,Sahil m.,3.0,3.0,10.0,True,349000,AZN,Süleyman Rüstəm küç
5417574,https://bina.az/items/5417574,70.0,Azadlıq Prospekti m.,2.0,4.0,9.0,True,185000,AZN,8-ci mikrorayon.
5850025,https://bina.az/items/5850025,60.0,Memar Əcəmi m.,3.0,3.0,5.0,True,145500,AZN,Hüseyn Seyidzadə küçəsi
5933990,https://bina.az/items/5933990,70.0,Neftçilər m.,3.0,10.0,18.0,True,154000,AZN,8-ci kilometr qəsəbəsi
4036247,https://bina.az/items/4036247,100.0,Şah İsmayıl Xətai m.,3.0,8.0,18.0,True,350000,AZN,Afiyəddin Cəlilov küç. 27A
5953813,https://bina.az/items/5953813,371.0,Nizami m.,6.0,7.0,18.0,True,1270000,AZN,Sübhi Salayev küç.
5825423,https://bina.az/items/5825423,200.0,Mərdəkan q.,4.0,,,True,590000,AZN,Mərdəkan qəs.
5909387,https://bina.az/items/5909387,60.5,Masazır q.,2.0,9.0,13.0,True,75000,AZN,Istiqlaliyyət küç.
5952895,https://bina.az/items/5952895,65.0,İnşaatçılar m.,2.0,6.0,18.0,True,230000,AZN,Həsən Bəy Zərdabi pr.
5953003,https://bina.az/items/5953003,68.0,Qara Qarayev m.,2.0,12.0,14.0,,165000,AZN,Şirin Mirzəyev küç.
5852685,https://bina.az/items/5852685,55.0,Memar Əcəmi m.,2.0,2.0,5.0,True,145000,AZN,Hüseynbala Əliyev küçəsi
5939018,https://bina.az/items/5939018,80.0,Bayıl q.,3.0,5.0,6.0,True,160000,AZN,Əlibəyov qardaşları küç.
5784000,https://bina.az/items/5784000,70.0,28 May m.,3.0,9.0,12.0,True,255000,AZN,Şah İsmayıl Xətai prospekti
5953811,https://bina.az/items/5953811,67.0,,2.0,15.0,16.0,True,130000,AZN,Xırdalan şəhəri
5905454,https://bina.az/items/5905454,120.0,20 Yanvar m.,3.0,7.0,20.0,True,320000,AZN,Həsən Bəy Zərdabi pr.
5840978,https://bina.az/items/5840978,140.0,Memar Əcəmi m.,3.0,6.0,16.0,,250000,AZN,Mir Cəlal küç.
5627161,https://bina.az/items/5627161,6.0,Saray q.,,,,,44000,AZN,Lətif İmanov küçəsi
5881247,https://bina.az/items/5881247,65.0,Xalqlar Dostluğu m.,2.0,8.0,9.0,True,158000,AZN,"Babək pr., 45, ev 34."
5093345,https://bina.az/items/5093345,350.0,Buzovna q.,7.0,,,,725000,AZN,Buzovna qəs.
5735591,https://bina.az/items/5735591,6.0,Savalan q.,,,,,42000,AZN,Savalan qəs
4768144,https://bina.az/items/4768144,197.0,Ağ şəhər q.,5.0,2.0,7.0,True,940000,AZN,Fəvvarələr küç.
4740645,https://bina.az/items/4740645,54.0,Masazır q.,1.0,6.0,6.0,,43000,AZN,Masazır istiqlaliyyet küçəsi
5863652,https://bina.az/items/5863652,70.0,Nəsimi m.,2.0,9.0,16.0,True,187000,AZN,Məsud Davudoğlu küç.
5787116,https://bina.az/items/5787116,70.0,28 May m.,2.0,2.0,5.0,True,195000,AZN,Azadlıq pr.
5689851,https://bina.az/items/5689851,35.0,Masazır q.,2.0,2.0,2.0,True,47000,AZN,Şəmşir Abbasov küçəsi
5755660,https://bina.az/items/5755660,100.0,Badamdar q.,4.0,3.0,5.0,True,235000,AZN,"Tofiq Məmmədov küçəsi, 18"
5899400,https://bina.az/items/5899400,100.0,28 May m.,3.0,11.0,18.0,True,370000,AZN,Kaveroçkin küç.
5911766,https://bina.az/items/5911766,155.0,Gənclik m.,4.0,10.0,14.0,True,420000,AZN,Köroğlu Rəhimov küç.
5906712,https://bina.az/items/5906712,60.0,Abşeron r.,3.0,3.0,4.0,True,112000,AZN,M.Ə.Rəsulzadə küçəsi
5876815,https://bina.az/items/5876815,65.0,Köhnə Günəşli q.,,,,True,100000,AZN,"Əliağa Şıxlinski küç., 49."
4962060,https://bina.az/items/4962060,120.0,Şah İsmayıl Xətai m.,2.0,18.0,18.0,,370000,AZN,"Afiyəddin Cəlilov küç., 27 a."
5859452,https://bina.az/items/5859452,147.0,Nəsimi m.,4.0,8.0,16.0,True,300000,AZN,Mir Cəlal küçəsi
5944540,https://bina.az/items/5944540,230.0,,6.0,,,True,55000,AZN,Zərdabi küçəsi
5815813,https://bina.az/items/5815813,124.0,Elmlər Akademiyası m.,3.0,14.0,17.0,True,330000,AZN,Mirəli Seyidov küçəsi
5953802,https://bina.az/items/5953802,55.0,Memar Əcəmi m.,2.0,5.0,5.0,True,148000,AZN,Seyidzadə küç.
5714602,https://bina.az/items/5714602,120.0,Şah İsmayıl Xətai m.,2.0,12.0,18.0,True,365000,AZN,Afiyəddin Cəlilov küç.
5946813,https://bina.az/items/5946813,55.0,Nərimanov r.,2.0,3.0,5.0,True,199000,AZN,Azadlıq pr.
5948512,https://bina.az/items/5948512,140.0,,4.0,2.0,7.0,True,205000,AZN,Abşeron City Y\K
5621815,https://bina.az/items/5621815,121.0,İnşaatçılar m.,4.0,12.0,16.0,True,369000,AZN,İsmayıl Kərimli küç.
5953805,https://bina.az/items/5953805,68.3,Şah İsmayıl Xətai m.,2.0,16.0,20.0,True,307000,AZN,Nəcəfqulu Rəfiyev küç.
5725602,https://bina.az/items/5725602,85.0,Əhmədli m.,3.0,8.0,9.0,True,230000,AZN,Məzahir Rüstəmov küçəsi
5953801,https://bina.az/items/5953801,45.0,İnşaatçılar m.,2.0,1.0,5.0,True,150000,AZN,Şərifzadə küçəsi
5949326,https://bina.az/items/5949326,61.0,,2.0,9.0,10.0,True,107000,AZN,Kristal Abşeron 1 yaşayış kompleksi.
5953799,https://bina.az/items/5953799,70.0,Həzi Aslanov m.,3.0,8.0,9.0,True,193000,AZN,Gəncə prospekti
4114426,https://bina.az/items/4114426,52.0,Azadlıq Prospekti m.,2.0,9.0,12.0,True,138000,AZN,S.S.Axundov küç.
5911864,https://bina.az/items/5911864,140.0,Binə q.,4.0,,,True,175000,AZN,Binə qəs.
5953798,https://bina.az/items/5953798,50.0,Həzi Aslanov m.,2.0,9.0,9.0,True,139000,AZN,Məhəmməd Hadi küç.
5953793,https://bina.az/items/5953793,52.3,Əhmədli m.,2.0,12.0,13.0,True,164000,AZN,Neapol dairəsi
5887928,https://bina.az/items/5887928,500.0,Pirəkəşkül q.,,,,True,500000,AZN,Pirəkəşkül qəs.
4622544,https://bina.az/items/4622544,94.0,Nəsimi m.,3.0,17.0,19.0,True,225000,AZN,Mir Cəlal küçəsi
5953796,https://bina.az/items/5953796,86.0,Nizami m.,2.0,10.0,15.0,,312700,AZN,Tağı Şahbazi küçəsi
5888033,https://bina.az/items/5888033,110.0,Nərimanov r.,3.0,9.0,16.0,True,280000,AZN,"Qarabağ küç., 45."
5053627,https://bina.az/items/5053627,56.0,Masazır q.,2.0,6.0,6.0,True,66000,AZN,Masazır qəsəbəsi
5953792,https://bina.az/items/5953792,115.0,Nəriman Nərimanov m.,3.0,11.0,17.0,,355000,AZN,Ağa Nemətulla küç.
5888021,https://bina.az/items/5888021,1370.0,Ramana q.,,,,True,3200000,AZN,Ramana qəsəbəsi
5803283,https://bina.az/items/5803283,120.0,8 Noyabr m.,3.0,11.0,17.0,True,298000,AZN,Ceyhun Səlimov küçəsi
5840047,https://bina.az/items/5840047,40.0,Neftçilər m.,1.0,4.0,5.0,True,102000,AZN,Elşən Süleymanov küç.
5893700,https://bina.az/items/5893700,105.0,Neftçilər m.,3.0,15.0,17.0,True,227000,AZN,8-ci km
5953789,https://bina.az/items/5953789,180.0,Bakıxanov q.,5.0,,,True,278000,AZN,Bakıxanov qəs.
5889871,https://bina.az/items/5889871,130.0,Yasamal r.,3.0,18.0,20.0,True,239000,AZN,Moskva prospekti
5953788,https://bina.az/items/5953788,5.5,Nərimanov r.,,,,,1925000,AZN,Ağasadiq Gəraybəyli k..
5789442,https://bina.az/items/5789442,70.0,Həzi Aslanov m.,3.0,3.0,9.0,True,212000,AZN,M.Hadi küçəsi
5859428,https://bina.az/items/5859428,110.0,Əhmədli m.,,,,,255000,AZN,Məhəmməd Hadi küçəsi
5952133,https://bina.az/items/5952133,73.0,Nəriman Nərimanov m.,2.0,19.0,20.0,True,215000,AZN,Ağa Nemətulla küç.
5924292,https://bina.az/items/5924292,59.0,7-ci mikrorayon q.,2.0,8.0,14.0,True,230000,AZN,7-ci mikrorayon qəsəbəsi
5852231,https://bina.az/items/5852231,450.0,Şüvəlan q.,7.0,,,True,580000,AZN,Şüvəlan qəsəbəsi
5939638,https://bina.az/items/5939638,100.0,20 Yanvar m.,3.0,7.0,15.0,True,350000,AZN,Şərifzadə küç.
5716900,https://bina.az/items/5716900,46.0,Sahil m.,1.0,2.0,5.0,True,349000,AZN,Nizami küçəsi 58
5953786,https://bina.az/items/5953786,80.0,Nərimanov r.,3.0,7.0,9.0,True,243000,AZN,Atatürk pr .
5953784,https://bina.az/items/5953784,120.0,,4.0,,,True,115000,AZN,"Xırdalan şəhəri, H.Z.Tağıyev küçəsi"
5857345,https://bina.az/items/5857345,109.0,Buzovna q.,3.0,,,,48900,AZN,Buzovna qəs.
5430095,https://bina.az/items/5430095,181.0,Elmlər Akademiyası m.,4.0,17.0,17.0,,377500,AZN,İsmayıl bəy Qutqaşınlı küçəsi
5930908,https://bina.az/items/5930908,230.0,28 May m.,4.0,6.0,22.0,True,880000,AZN,Nizami küçəsi
5888176,https://bina.az/items/5888176,109.0,8 Noyabr m.,3.0,9.0,16.0,True,305000,AZN,Əbdülvahab Salamzadə küç.
5953785,https://bina.az/items/5953785,65.0,Həzi Aslanov m.,2.0,9.0,9.0,True,139000,AZN,İlqar Zülfüqarov küçəsi
5583302,https://bina.az/items/5583302,8.0,Mərdəkan q.,,,,,205000,AZN,Mərdəkan qəsəbəsi
5866158,https://bina.az/items/5866158,65.0,Dərnəgül m.,2.0,8.0,14.0,True,209000,AZN,Süleyman Sani Axundov küç.
5665652,https://bina.az/items/5665652,100.0,Nəsimi m.,3.0,7.0,16.0,True,290000,AZN,6-cı mikrorayon q.
5682192,https://bina.az/items/5682192,270.0,Badamdar q.,4.0,,,True,465000,AZN,3-cü massiv
5953783,https://bina.az/items/5953783,40.0,,,,,,25000,AZN,Tərtər rayonu
5950526,https://bina.az/items/5950526,230.0,Binəqədi q.,5.0,,,True,115000,AZN,Mikayıl Ələkbərov küçəsi
5671865,https://bina.az/items/5671865,84.0,İnşaatçılar m.,3.0,13.0,17.0,True,191000,AZN,Xarici dairəvi küçəsi
5738374,https://bina.az/items/5738374,38.0,Elmlər Akademiyası m.,1.0,3.0,5.0,True,118000,AZN,Mirəli Seyidov küçəsi
5953781,https://bina.az/items/5953781,85.0,Nəriman Nərimanov m.,3.0,14.0,14.0,True,285000,AZN,Təbriz küç.
5927485,https://bina.az/items/5927485,62.0,İnşaatçılar m.,2.0,17.0,21.0,True,147000,AZN,Əsəd Əhmədov küç.
5952980,https://bina.az/items/5952980,60.0,İnşaatçılar m.,2.0,12.0,18.0,True,172000,AZN,Həsən bəy Zərdabi pr.
5606238,https://bina.az/items/5606238,105.0,Azadlıq Prospekti m.,3.0,11.0,18.0,True,220000,AZN,Süleyman Sani Axundov küç.
5895017,https://bina.az/items/5895017,65.0,Neftçilər m.,3.0,5.0,5.0,True,152000,AZN,Cəmşid Naxçıvanski küç.
5953780,https://bina.az/items/5953780,35.0,Qara Qarayev m.,2.0,4.0,5.0,True,132000,AZN,Qara Qarayev pr.
5887955,https://bina.az/items/5887955,117.0,İnşaatçılar m.,3.0,15.0,19.0,True,445000,AZN,Həsən bəy Zərdabi pr.
5819047,https://bina.az/items/5819047,120.0,Xalqlar Dostluğu m.,5.0,6.0,9.0,True,253000,AZN,Babək prospekti
5838966,https://bina.az/items/5838966,182.0,Elmlər Akademiyası m.,4.0,7.0,16.0,True,485000,AZN,Mirəli Seyidov küç.
5929357,https://bina.az/items/5929357,45.0,Yeni Yasamal q.,1.0,7.0,9.0,True,127000,AZN,Məhəmməd Xiyabani küçəsi
5923561,https://bina.az/items/5923561,126.0,Nəsimi r.,3.0,5.0,13.0,True,360000,AZN,Tbilisi pr.
4872782,https://bina.az/items/4872782,6.0,Saray q.,,,,,90000,AZN,Saray qəs.
5953776,https://bina.az/items/5953776,55.0,Həzi Aslanov q.,2.0,18.0,20.0,True,172000,AZN,Gəncə prospekti
5847780,https://bina.az/items/5847780,86.0,Nəsimi r.,2.0,7.0,16.0,True,290000,AZN,Səməd Vurğun küçəsi
5953779,https://bina.az/items/5953779,100.0,Nizami m.,3.0,6.0,6.0,True,300000,AZN,Abdulla Şaiq küçəsi
5920760,https://bina.az/items/5920760,10.0,Görədil q.,,,,,120000,AZN,Görədil qəsəbəsi
5905889,https://bina.az/items/5905889,145.0,Elmlər Akademiyası m.,3.0,8.0,16.0,True,450000,AZN,İsmayıl bəy Qutqaşınlı küçəsi.
5928852,https://bina.az/items/5928852,125.0,Memar Əcəmi m.,3.0,6.0,16.0,True,283500,AZN,Mirmahmud Kazımovski küç.
5953777,https://bina.az/items/5953777,70.0,Nizami m.,2.0,2.0,5.0,True,215000,AZN,Səməd Vurğun küç.
5939156,https://bina.az/items/5939156,55.0,Sahil m.,2.0,4.0,4.0,True,250000,AZN,Səməd Vurğun küç
5892982,https://bina.az/items/5892982,90.0,Yasamal r.,2.0,19.0,20.0,True,164000,AZN,Moskva prospekti 3168
5953772,https://bina.az/items/5953772,103.0,İnşaatçılar m.,3.0,12.0,19.0,True,320000,AZN,Həsən bəy Zərdabi prospekti
5904963,https://bina.az/items/5904963,52.0,,2.0,4.0,14.0,True,137000,AZN,Sumqayıt şəhəri
5869732,https://bina.az/items/5869732,122.0,Xalqlar Dostluğu m.,3.0,9.0,18.0,True,268000,AZN,Bəhruz Nuriyev küç.
5942585,https://bina.az/items/5942585,55.0,7-ci mikrorayon q.,3.0,3.0,5.0,True,155000,AZN,Süleyman Sani Axundov küçəsi
5953774,https://bina.az/items/5953774,66.0,Xətai r.,3.0,19.0,19.0,True,177000,AZN,Gəncə prospekti
5953771,https://bina.az/items/5953771,92.0,Həzi Aslanov m.,3.0,4.0,18.0,True,205000,AZN,Məhəmməd Hadı küç.
5849330,https://bina.az/items/5849330,112.0,Badamdar q.,3.0,15.0,18.0,True,300000,AZN,Abbasqulu Abbaszadə küç.
5437745,https://bina.az/items/5437745,75.0,Həzi Aslanov m.,3.0,2.0,9.0,True,176000,AZN,Qədir Məmmədov küçəsi 9
5793181,https://bina.az/items/5793181,186.0,Yasamal r.,4.0,18.0,20.0,,249000,AZN,Moskva prospekti 3168
5702538,https://bina.az/items/5702538,112.0,Gənclik m.,3.0,16.0,18.0,,323000,AZN,Təbriz küçəsi
5790817,https://bina.az/items/5790817,110.0,Şüvəlan q.,4.0,,,True,185000,AZN,Şüvəlan qəs.
5787196,https://bina.az/items/5787196,182.0,Nəsimi r.,4.0,4.0,18.0,,490000,AZN,Mirsadulla Mirqasımov küçəsi
5648826,https://bina.az/items/5648826,31.0,20 Yanvar m.,1.0,3.0,20.0,True,114000,AZN,Melissa park yaşayış kompleksi
5931271,https://bina.az/items/5931271,140.0,Nəsimi m.,,,,True,150000,AZN,Həmzə Babaşov küçəsi
5953770,https://bina.az/items/5953770,69.0,Nəriman Nərimanov m.,1.0,13.0,13.0,,94000,AZN,Həsənoğlu küçəsi 24
5779018,https://bina.az/items/5779018,187.0,Şah İsmayıl Xətai m.,4.0,3.0,18.0,True,433000,AZN,Babək prospekti
5849833,https://bina.az/items/5849833,60.0,Həzi Aslanov m.,2.0,5.0,9.0,True,125000,AZN,Mehmandarov küç
5953767,https://bina.az/items/5953767,139.0,Həzi Aslanov m.,3.0,12.0,13.0,True,272000,AZN,Nəsrəddin Tusi küç.
5587271,https://bina.az/items/5587271,147.3,Elmlər Akademiyası m.,3.0,14.0,18.0,,515000,AZN,Ələsgər Ələkbərov küçəsi
5953766,https://bina.az/items/5953766,183.0,Elmlər Akademiyası m.,4.0,8.0,17.0,True,570000,AZN,Mirəli Seyidov küçəsi
5870080,https://bina.az/items/5870080,250.0,Dədə Qorqud q.,6.0,,,True,154000,AZN,Dədə Qorqud qəsəbəsi
5953765,https://bina.az/items/5953765,60.0,Əhmədli m.,2.0,2.0,9.0,True,160000,AZN,Qacaq Nəbi küçəsi
5913876,https://bina.az/items/5913876,180.0,İnşaatçılar m.,4.0,3.0,18.0,True,505000,AZN,Mətbuat prospekti
5891608,https://bina.az/items/5891608,200.0,Gənclik m.,,,,True,459000,AZN,Səməd Vurğun küçəsi 15
5951683,https://bina.az/items/5951683,85.0,Həzi Aslanov m.,3.0,2.0,9.0,True,174000,AZN,Qədir Məmmədov küçəsi
5953763,https://bina.az/items/5953763,110.0,Həzi Aslanov m.,3.0,17.0,20.0,True,275000,AZN,Gəncə prospekti
5819302,https://bina.az/items/5819302,200.0,Gənclik m.,5.0,2.0,12.0,True,459000,AZN,Səməd Vurğun küçəsi
5677266,https://bina.az/items/5677266,225.0,Gənclik m.,4.0,16.0,16.0,True,459900,AZN,Yəhya Bakuvi küçəsi 12
5796140,https://bina.az/items/5796140,122.0,Xalqlar Dostluğu m.,3.0,9.0,18.0,True,269000,AZN,Bəhruz Nuriyev küç.
5860032,https://bina.az/items/5860032,42.0,Masazır q.,2.0,4.0,6.0,True,71000,AZN,İstiqlaliyyət küçəsi
5929480,https://bina.az/items/5929480,129.0,Gənclik m.,3.0,12.0,17.0,True,478999,AZN,Təbriz küç.
5938623,https://bina.az/items/5938623,82.0,8 Noyabr m.,3.0,7.0,14.0,True,284000,AZN,Həsən Əliyev küçəsi
5953761,https://bina.az/items/5953761,50.0,Elmlər Akademiyası m.,2.0,3.0,17.0,True,210000,AZN,Zahid Xəlilov küçəsi
5405323,https://bina.az/items/5405323,622.0,Nəriman Nərimanov m.,7.0,,,True,2100000,AZN,İsmayıl Hidayətzadə küçəsi.
5953759,https://bina.az/items/5953759,110.0,Həzi Aslanov m.,3.0,17.0,20.0,True,280000,AZN,Gəncə pr.
5953758,https://bina.az/items/5953758,45.0,İnşaatçılar m.,2.0,1.0,9.0,True,126500,AZN,Əsəd Əhmədov küçəsi
2956519,https://bina.az/items/2956519,280.0,Şah İsmayıl Xətai m.,6.0,14.0,18.0,,1100000,AZN,Afiyəddin Cəlilov küç 27A
4994013,https://bina.az/items/4994013,360.0,Masazır q.,6.0,,,True,200000,AZN,Əliağa Vahid k.
5953752,https://bina.az/items/5953752,63.2,Nəriman Nərimanov m.,2.0,6.0,16.0,True,258000,AZN,Əliyar Əliyev küçəsi
5809395,https://bina.az/items/5809395,112.0,28 May m.,3.0,2.0,15.0,True,455000,AZN,Kövkəb Səfərəliyeva küçəsi
5772207,https://bina.az/items/5772207,83.0,Yasamal q.,3.0,12.0,16.0,True,238000,AZN,Müstəqillik küçəsi
5953757,https://bina.az/items/5953757,45.0,Nərimanov r.,2.0,3.0,5.0,True,199000,AZN,Azadlıq prospekti
5140385,https://bina.az/items/5140385,125.0,Elmlər Akademiyası m.,3.0,16.0,17.0,True,449000,AZN,Z.Xəlilov k. 32
5809374,https://bina.az/items/5809374,118.0,28 May m.,3.0,2.0,15.0,True,465000,AZN,Kövkəb Səfərəliyeva küç.
5594712,https://bina.az/items/5594712,108.0,Nəsimi r.,3.0,4.0,17.0,True,335000,AZN,Mirəli Qaşqay küç.
5485989,https://bina.az/items/5485989,126.0,Nəsimi r.,3.0,11.0,16.0,True,480000,AZN,Bakixanov küçəsi
5928785,https://bina.az/items/5928785,97.0,Qobu q.,3.0,,,,44000,AZN,"Hökməli qəsəbəsi, Qobu yolu"
5953756,https://bina.az/items/5953756,148.0,Əhmədli q.,4.0,13.0,19.0,True,365000,AZN,Gəncə prospekti
5532167,https://bina.az/items/5532167,76.0,Nərimanov r.,2.0,6.0,16.0,,266000,AZN,Təbriz küç
5876737,https://bina.az/items/5876737,35.0,Memar Əcəmi m.,1.0,5.0,5.0,True,113000,AZN,2 ci mikrarayon
5457930,https://bina.az/items/5457930,95.0,Şah İsmayıl Xətai m.,2.0,12.0,18.0,True,300000,AZN,Nəcəfqulu Rəfiyev küç.
5546360,https://bina.az/items/5546360,115.0,28 May m.,3.0,10.0,11.0,True,390000,AZN,Əliəşrəf Əlizadə küçəsi
5939722,https://bina.az/items/5939722,120.0,Azadlıq Prospekti m.,3.0,8.0,10.0,True,305900,AZN,Abay Kunanbayev küç.
5066588,https://bina.az/items/5066588,250.0,Mərdəkan q.,5.0,,,True,720000,AZN,Mərdəkan qəs.
5712611,https://bina.az/items/5712611,58.0,Həzi Aslanov m.,2.0,16.0,17.0,True,168000,AZN,Məhəmməd Hadi küçəsi
5864828,https://bina.az/items/5864828,106.0,Memar Əcəmi m.,3.0,15.0,17.0,True,265000,AZN,Hüseyn Seyidzadə küç.
5878940,https://bina.az/items/5878940,76.0,Azadlıq Prospekti m.,2.0,6.0,16.0,True,184000,AZN,7-ci mikrorayon qəsəbəsi
4996773,https://bina.az/items/4996773,200.0,Mərdəkan q.,4.0,,,True,320000,AZN,Mərdəkan qəsəbəsi
5623703,https://bina.az/items/5623703,670.0,Mərdəkan q.,6.0,,,True,1190000,AZN,Mərdəkan qəsəbəsi
5605578,https://bina.az/items/5605578,270.0,Şüvəlan q.,5.0,,,True,490000,AZN,Şüvəlan qəsəbəsi
5942386,https://bina.az/items/5942386,60.0,Elmlər Akademiyası m.,2.0,4.0,20.0,True,200000,AZN,Abbas Mirzə Şərifzadə küçəsi
5728365,https://bina.az/items/5728365,150.0,Nəsimi r.,3.0,13.0,18.0,True,410000,AZN,Ceyhun Hacıbəyli küçəsi
4632227,https://bina.az/items/4632227,220.0,Mərdəkan q.,5.0,,,True,590000,AZN,Mərdəkan qəsəbəsi
4817509,https://bina.az/items/4817509,100.0,Badamdar q.,2.0,6.0,13.0,True,260000,AZN,Badamdar şossesi
5953748,https://bina.az/items/5953748,110.0,Həzi Aslanov m.,3.0,17.0,20.0,True,275000,AZN,Gəncə pr
5953747,https://bina.az/items/5953747,45.0,Memar Əcəmi m.,2.0,3.0,5.0,True,117000,AZN,Hüseynbala Əliyev küçəsi
5728616,https://bina.az/items/5728616,140.0,Nəsimi r.,3.0,3.0,16.0,True,488000,AZN,Azadlıq prospekti
5907712,https://bina.az/items/5907712,50.0,20 Yanvar m.,2.0,19.0,20.0,True,168000,AZN,Həsənbəy Zərdabi prospekti 192
5947605,https://bina.az/items/5947605,40.0,Qara Qarayev m.,2.0,13.0,17.0,True,115000,AZN,Özbəkistan küç.
5949261,https://bina.az/items/5949261,82.0,7-ci mikrorayon q.,3.0,4.0,9.0,True,226000,AZN,Abay Kunanbayev küç
5953743,https://bina.az/items/5953743,103.0,Xətai r.,3.0,9.0,16.0,True,223000,AZN,Lütfi Zadə küç.
5846058,https://bina.az/items/5846058,68.0,Şah İsmayıl Xətai m.,2.0,16.0,20.0,True,278000,AZN,Nəcəfqulu Rəfiyev küç.
5891927,https://bina.az/items/5891927,45.0,Memar Əcəmi m.,2.0,5.0,5.0,True,114500,AZN,Hüseynbala Əliyev küç
5949539,https://bina.az/items/5949539,40.0,Azadlıq Prospekti m.,1.0,8.0,9.0,True,135000,AZN,7-ci mikrorayon Fərman Məlikov küçəsi
5953744,https://bina.az/items/5953744,440.0,8-ci mikrorayon q.,6.0,11.0,12.0,True,880000,AZN,Naxçıvani küç.
5699603,https://bina.az/items/5699603,3.0,Nardaran q.,,,,,21000,AZN,Ləhiş Bağları
5891886,https://bina.az/items/5891886,45.0,20 Yanvar m.,2.0,2.0,5.0,True,116500,AZN,Moskva pr
5880007,https://bina.az/items/5880007,65.0,Nəsimi m.,2.0,4.0,9.0,True,175000,AZN,Mir Cəlal küç
5882689,https://bina.az/items/5882689,81.0,İnşaatçılar m.,3.0,11.0,13.0,True,228000,AZN,Şərifzadə küç.
5891636,https://bina.az/items/5891636,44.0,Savalan q.,2.0,,,True,50000,AZN,Savalan qəs.
5949567,https://bina.az/items/5949567,35.0,7-ci mikrorayon q.,2.0,2.0,5.0,True,120000,AZN,Abay Kunanbayev küçəsi
5940106,https://bina.az/items/5940106,78.0,Nəsimi m.,2.0,2.0,18.0,True,185000,AZN,Həmzə Babaşov küçəsi
5953739,https://bina.az/items/5953739,45.0,Memar Əcəmi m.,2.0,2.0,5.0,True,125000,AZN,4-cü mikrorayon qəsəbəsi
5951603,https://bina.az/items/5951603,70.0,7-ci mikrorayon q.,2.0,7.0,16.0,,185500,AZN,Abay Kunanbayev küçəsi
5953740,https://bina.az/items/5953740,78.5,Xətai r.,2.0,17.0,17.0,True,130000,AZN,Lütfi Zadə küç.
5944701,https://bina.az/items/5944701,42.0,Həzi Aslanov m.,2.0,9.0,9.0,True,122000,AZN,Gəncə prospekti
5927108,https://bina.az/items/5927108,180.0,Pirşağı q.,5.0,,,True,245000,AZN,Cavadxan küçəsi
5897764,https://bina.az/items/5897764,52.0,Binəqədi q.,2.0,5.0,7.0,True,79000,AZN,Binəqədi qəsəbəsi
5839470,https://bina.az/items/5839470,90.0,Xətai r.,3.0,19.0,20.0,True,230000,AZN,Gəncə prospekti
5953738,https://bina.az/items/5953738,80.0,Həzi Aslanov m.,3.0,3.0,9.0,True,2200000,AZN,İlqar Zülfüqarov küçəsi
5906991,https://bina.az/items/5906991,150.0,Əhmədli m.,3.0,2.0,17.0,True,280000,AZN,Məzahir Rüstəmov küç.
5953733,https://bina.az/items/5953733,73.0,Nəriman Nərimanov m.,2.0,13.0,13.0,,97000,AZN,Həsənoğlu küçəsi 24
5953737,https://bina.az/items/5953737,187.0,Ağ şəhər q.,3.0,18.0,20.0,,758000,AZN,Merkezi bulvar kuc.
